1300 
0.000000 0.000000
0.009666 0.009666
0.019332 0.019331
0.028998 0.028994
0.038665 0.038655
0.048331 0.048312
0.057997 0.057964
0.067663 0.067611
0.077329 0.077252
0.086995 0.086886
0.096662 0.096511
0.106328 0.106127
0.115994 0.115734
0.125660 0.125330
0.135326 0.134913
0.144992 0.144485
0.154658 0.154043
0.164325 0.163586
0.173991 0.173114
0.183657 0.182626
0.193323 0.192121
0.202989 0.201598
0.212655 0.211056
0.222322 0.220495
0.231988 0.229912
0.241654 0.239309
0.251320 0.248683
0.260986 0.258033
0.270652 0.267360
0.280318 0.276662
0.289985 0.285937
0.299651 0.295187
0.309317 0.304408
0.318983 0.313601
0.328649 0.322765
0.338315 0.331898
0.347982 0.341001
0.357648 0.350072
0.367314 0.359110
0.376980 0.368114
0.386646 0.377084
0.396312 0.386019
0.405978 0.394918
0.415645 0.403780
0.425311 0.412604
0.434977 0.421389
0.444643 0.430136
0.454309 0.438842
0.463975 0.447507
0.473642 0.456130
0.483308 0.464711
0.492974 0.473248
0.502640 0.481741
0.512306 0.490189
0.521972 0.498591
0.531639 0.506946
0.541305 0.515255
0.550971 0.523515
0.560637 0.531726
0.570303 0.539887
0.579969 0.547998
0.589635 0.556058
0.599302 0.564066
0.608968 0.572021
0.618634 0.579923
0.628300 0.587770
0.637966 0.595563
0.647632 0.603300
0.657299 0.610980
0.666965 0.618604
0.676631 0.626170
0.686297 0.633677
0.695963 0.641125
0.705629 0.648513
0.715295 0.655840
0.724962 0.663107
0.734628 0.670311
0.744294 0.677453
0.753960 0.684531
0.763626 0.691545
0.773292 0.698495
0.782959 0.705380
0.792625 0.712198
0.802291 0.718950
0.811957 0.725635
0.821623 0.732252
0.831289 0.738801
0.840955 0.745281
0.850622 0.751691
0.860288 0.758030
0.869954 0.764299
0.879620 0.770497
0.889286 0.776622
0.898952 0.782675
0.908619 0.788655
0.918285 0.794561
0.927951 0.800393
0.937617 0.806150
0.947283 0.811832
0.956949 0.817438
0.966615 0.822968
0.976282 0.828420
0.985948 0.833796
0.995614 0.839093
1.005280 0.844312
1.014946 0.849452
1.024612 0.854513
1.034279 0.859494
1.043945 0.864394
1.053611 0.869214
1.063277 0.873953
1.072943 0.878610
1.082609 0.883185
1.092275 0.887677
1.101942 0.892086
1.111608 0.896412
1.121274 0.900655
1.130940 0.904813
1.140606 0.908886
1.150272 0.912875
1.159938 0.916779
1.169605 0.920596
1.179271 0.924328
1.188937 0.927973
1.198603 0.931532
1.208269 0.935004
1.217935 0.938388
1.227602 0.941684
1.237268 0.944893
1.246934 0.948013
1.256600 0.951045
1.266266 0.953988
1.275932 0.956842
1.285599 0.959606
1.295265 0.962281
1.304931 0.964865
1.314597 0.967360
1.324263 0.969764
1.333929 0.972078
1.343595 0.974301
1.353262 0.976433
1.362928 0.978473
1.372594 0.980422
1.382260 0.982280
1.391926 0.984045
1.401592 0.985719
1.411258 0.987301
1.420925 0.988790
1.430591 0.990187
1.440257 0.991492
1.449923 0.992704
1.459589 0.993823
1.469255 0.994849
1.478922 0.995782
1.488588 0.996623
1.498254 0.997370
1.507920 0.998024
1.517586 0.998585
1.527252 0.999052
1.536919 0.999426
1.546585 0.999707
1.556251 0.999894
1.565917 0.999988
1.575583 0.999989
1.585249 0.999896
1.594915 0.999709
1.604582 0.999429
1.614248 0.999056
1.623914 0.998590
1.633580 0.998030
1.643246 0.997377
1.652912 0.996630
1.662578 0.995791
1.672245 0.994859
1.681911 0.993833
1.691577 0.992715
1.701243 0.991504
1.710909 0.990200
1.720575 0.988804
1.730242 0.987316
1.739908 0.985735
1.749574 0.984062
1.759240 0.982297
1.768906 0.980440
1.778572 0.978492
1.788239 0.976452
1.797905 0.974322
1.807571 0.972100
1.817237 0.969787
1.826903 0.967384
1.836569 0.964890
1.846235 0.962306
1.855902 0.959632
1.865568 0.956869
1.875234 0.954016
1.884900 0.951074
1.894566 0.948043
1.904232 0.944923
1.913898 0.941716
1.923565 0.938420
1.933231 0.935036
1.942897 0.931566
1.952563 0.928008
1.962229 0.924363
1.971895 0.920632
1.981562 0.916816
1.991228 0.912913
2.000894 0.908925
2.010560 0.904852
2.020226 0.900695
2.029892 0.896453
2.039558 0.892128
2.049225 0.887720
2.058891 0.883228
2.068557 0.878654
2.078223 0.873998
2.087889 0.869260
2.097555 0.864441
2.107222 0.859541
2.116888 0.854561
2.126554 0.849501
2.136220 0.844362
2.145886 0.839143
2.155552 0.833847
2.165219 0.828472
2.174885 0.823020
2.184551 0.817491
2.194217 0.811886
2.203883 0.806205
2.213549 0.800449
2.223215 0.794617
2.232882 0.788712
2.242548 0.782733
2.252214 0.776681
2.261880 0.770556
2.271546 0.764359
2.281212 0.758091
2.290879 0.751752
2.300545 0.745342
2.310211 0.738863
2.319877 0.732315
2.329543 0.725699
2.339209 0.719015
2.348876 0.712263
2.358542 0.705445
2.368208 0.698561
2.377874 0.691612
2.387540 0.684598
2.397206 0.677521
2.406872 0.670380
2.416538 0.663176
2.426205 0.655910
2.435871 0.648583
2.445537 0.641196
2.455203 0.633748
2.464869 0.626242
2.474535 0.618677
2.484202 0.611054
2.493868 0.603374
2.503534 0.595637
2.513200 0.587845
2.522866 0.579998
2.532532 0.572097
2.542199 0.564142
2.551865 0.556135
2.561531 0.548076
2.571197 0.539965
2.580863 0.531804
2.590529 0.523593
2.600195 0.515334
2.609862 0.507026
2.619528 0.498671
2.629194 0.490269
2.638860 0.481822
2.648526 0.473329
2.658192 0.464793
2.667859 0.456212
2.677525 0.447590
2.687191 0.438925
2.696857 0.430219
2.706523 0.421473
2.716189 0.412688
2.725856 0.403864
2.735522 0.395003
2.745188 0.386104
2.754854 0.377170
2.764520 0.368200
2.774186 0.359196
2.783852 0.350158
2.793519 0.341088
2.803185 0.331986
2.812851 0.322852
2.822517 0.313689
2.832183 0.304496
2.841849 0.295275
2.851516 0.286026
2.861182 0.276751
2.870848 0.267449
2.880514 0.258123
2.890180 0.248772
2.899846 0.239399
2.909513 0.230002
2.919178 0.220585
2.928845 0.211147
2.938511 0.201689
2.948177 0.192212
2.957843 0.182717
2.967509 0.173205
2.977175 0.163677
2.986842 0.154134
2.996508 0.144576
3.006174 0.135005
3.015840 0.125421
3.025506 0.115826
3.035172 0.106219
3.044839 0.096603
3.054505 0.086978
3.064171 0.077344
3.073837 0.067704
3.083503 0.058057
3.093169 0.048404
3.102835 0.038747
3.112502 0.029087
3.122168 0.019424
3.131834 0.009759
3.141500 0.000093
3.151166 -0.009573
3.160832 -0.019239
3.170499 -0.028902
3.180165 -0.038563
3.189831 -0.048220
3.199497 -0.057872
3.209163 -0.067519
3.218829 -0.077160
3.228496 -0.086793
3.238162 -0.096419
3.247828 -0.106035
3.257494 -0.115642
3.267160 -0.125238
3.276826 -0.134822
3.286492 -0.144393
3.296159 -0.153951
3.305825 -0.163495
3.315491 -0.173023
3.325157 -0.182535
3.334823 -0.192030
3.344489 -0.201507
3.354156 -0.210966
3.363822 -0.220404
3.373488 -0.229822
3.383154 -0.239219
3.392820 -0.248593
3.402486 -0.257944
3.412153 -0.267271
3.421818 -0.276573
3.431485 -0.285849
3.441151 -0.295098
3.450817 -0.304320
3.460483 -0.313513
3.470149 -0.322677
3.479815 -0.331811
3.489482 -0.340914
3.499148 -0.349985
3.508814 -0.359023
3.518480 -0.368028
3.528146 -0.376999
3.537812 -0.385934
3.547479 -0.394833
3.557145 -0.403695
3.566811 -0.412520
3.576477 -0.421306
3.586143 -0.430052
3.595809 -0.438759
3.605475 -0.447424
3.615142 -0.456048
3.624808 -0.464629
3.634474 -0.473166
3.644140 -0.481660
3.653806 -0.490108
3.663472 -0.498511
3.673139 -0.506867
3.682805 -0.515175
3.692471 -0.523436
3.702137 -0.531647
3.711803 -0.539809
3.721469 -0.547921
3.731136 -0.555981
3.740802 -0.563989
3.750468 -0.571945
3.760134 -0.579847
3.769800 -0.587695
3.779466 -0.595489
3.789132 -0.603226
3.798799 -0.610907
3.808465 -0.618531
3.818131 -0.626098
3.827797 -0.633605
3.837463 -0.641054
3.847129 -0.648443
3.856796 -0.655771
3.866462 -0.663037
3.876128 -0.670242
3.885794 -0.677384
3.895460 -0.684463
3.905126 -0.691478
3.914793 -0.698429
3.924459 -0.705314
3.934125 -0.712133
3.943791 -0.718886
3.953457 -0.725571
3.963123 -0.732189
3.972789 -0.738738
3.982455 -0.745219
3.992122 -0.751629
4.001788 -0.757970
4.011454 -0.764239
4.021120 -0.770438
4.030787 -0.776564
4.040452 -0.782618
4.050118 -0.788598
4.059785 -0.794505
4.069451 -0.800338
4.079117 -0.806096
4.088783 -0.811778
4.098449 -0.817385
4.108116 -0.822915
4.117782 -0.828369
4.127448 -0.833745
4.137114 -0.839043
4.146780 -0.844262
4.156446 -0.849403
4.166112 -0.854465
4.175778 -0.859446
4.185445 -0.864348
4.195111 -0.869168
4.204777 -0.873908
4.214443 -0.878566
4.224109 -0.883141
4.233776 -0.887634
4.243442 -0.892045
4.253108 -0.896371
4.262774 -0.900615
4.272440 -0.904773
4.282106 -0.908848
4.291772 -0.912837
4.301439 -0.916742
4.311105 -0.920560
4.320771 -0.924293
4.330437 -0.927939
4.340103 -0.931498
4.349770 -0.934971
4.359436 -0.938356
4.369102 -0.941653
4.378768 -0.944863
4.388434 -0.947984
4.398100 -0.951016
4.407766 -0.953960
4.417432 -0.956815
4.427099 -0.959580
4.436765 -0.962255
4.446431 -0.964841
4.456097 -0.967337
4.465763 -0.969742
4.475430 -0.972056
4.485096 -0.974280
4.494761 -0.976412
4.504428 -0.978454
4.514094 -0.980404
4.523760 -0.982262
4.533426 -0.984029
4.543092 -0.985704
